00 03 3F A0 9C,GM --> DIA: Diagnostic command acknowledged
00 03 3F A2 9E,GM --> DIA: Diagnostic command rejected
18 0A 68 39 02 09 01 3F 02 02 00 76,CDC --> RAD: CD_status, Play  Request=Play  CD=2  Track=0  CDs_Loaded=P1,P2,P3,P4,P5,P6  Errors=Bit0
18 0A 68 39 02 09 01 3F 20 02 00 54,CDC --> RAD: CD_status, Play  Request=Play  CD=2  Track=0  CDs_Loaded=P1,P2,P3,P4,P5,P6  Errors=Bit0
18 0A 68 39 02 09 02 01 00 01 00 4A,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 02 09 02 3F 00 03 02 74,CDC --> RAD: CD_status, Play  Request=Play  CD=3  Track=2  CDs_Loaded=P1,P2,P3,P4,P5,P6  Errors=HIGH_TEMP
18 0A 68 39 02 09 03 01 00 01 00 4B,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit0,HIGH_TEMP
18 0A 68 39 02 09 04 01 00 01 00 4C,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit2
18 0A 68 39 02 09 08 01 00 01 00 40,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=NO_DISC
18 0A 68 39 02 09 10 01 00 01 00 58,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=NO_DISCS
18 0A 68 39 02 09 20 01 00 01 00 68,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit5
18 0A 68 39 02 09 40 01 00 01 00 08,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit6
18 0A 68 39 02 09 80 01 00 01 00 C8,CDC --> RAD: CD_status, Play  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit7
18 0A 68 39 02 10 80 01 00 01 00 D1,CDC --> RAD: CD_status, Play  Flags=  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit7
18 0A 68 39 02 11 80 01 00 01 00 D0,CDC --> RAD: CD_status, Play  Flags=  CD=1  Track=0  CDs_Loaded=P1  Errors=Bit7
18 0A 68 39 02 12 00 01 00 01 00 53,CDC --> RAD: CD_status, Play  Request=Pause  Flags=  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 02 13 00 01 00 01 00 52,CDC --> RAD: CD_status, Play  Flags=  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 03 09 00 01 00 01 00 49,CDC --> RAD: CD_status, Fast_Forward  Request=Play  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 03 09 02 01 00 03 02 4B,CDC --> RAD: CD_status, Fast_Forward  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 03 09 02 1F 00 03 02 55,CDC --> RAD: CD_status, Fast_Forward  Request=Play  CD=3  Track=2  CDs_Loaded=P1,P2,P3,P4,P5  Errors=HIGH_TEMP
18 0A 68 39 03 09 02 3F 00 03 02 75,CDC --> RAD: CD_status, Fast_Forward  Request=Play  CD=3  Track=2  CDs_Loaded=P1,P2,P3,P4,P5,P6  Errors=HIGH_TEMP
18 0A 68 39 04 09 00 01 00 01 00 4E,CDC --> RAD: CD_status, Fast_Reverse  Request=Play  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 04 09 02 01 00 01 00 4C,CDC --> RAD: CD_status, Fast_Reverse  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 04 09 02 01 00 03 02 4C,CDC --> RAD: CD_status, Fast_Reverse  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 05 08 00 3F 00 01 00 70,CDC --> RAD: CD_status, Mode5_Function_08  CD=1  Track=0  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 05 09 00 01 00 01 00 4F,CDC --> RAD: CD_status, Mode5_Function_09  Request=Play  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 05 09 00 3F 00 01 00 71,CDC --> RAD: CD_status, Mode5_Function_09  Request=Play  CD=1  Track=0  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 05 09 00 3F 00 01 01 70,CDC --> RAD: CD_status, Mode5_Function_09  Request=Play  CD=1  Track=1  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 06 09 00 01 00 01 00 4C,CDC --> RAD: CD_status, Mode6_Function_09  Request=Play  CD=1  Track=0  CDs_Loaded=P1
18 0A 68 39 07 09 00 3F 00 01 01 72,CDC --> RAD: CD_status, End  Request=Play  CD=1  Track=1  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 08 09 00 3F 00 01 00 7C,CDC --> RAD: CD_status, Loading  Request=Play  CD=1  Track=0  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 08 09 00 3F 00 01 03 7F,CDC --> RAD: CD_status, Loading  Request=Play  CD=1  Track=3  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 08 09 00 3F 00 02 03 7C,CDC --> RAD: CD_status, Loading  Request=Play  CD=2  Track=3  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 08 09 00 3F 00 04 03 7A,CDC --> RAD: CD_status, Loading  Request=Play  CD=4  Track=3  CDs_Loaded=P1,P2,P3,P4,P5,P6
18 0A 68 39 08 09 02 01 00 01 00 40,CDC --> RAD: CD_status, Loading  Request=Play  CD=1  Track=0  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 08 09 02 01 00 03 02 40,CDC --> RAD: CD_status, Loading  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 08 09 02 3F 00 04 03 78,CDC --> RAD: CD_status, Loading  Request=Play  CD=4  Track=3  CDs_Loaded=P1,P2,P3,P4,P5,P6  Errors=HIGH_TEMP
18 0A 68 39 0C 09 02 01 00 03 02 44,CDC --> RAD: CD_status, Mode12_Function_09  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 10 09 02 01 00 03 02 58,CDC --> RAD: CD_status, Mode16_Function_09  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 20 09 02 01 00 03 02 68,CDC --> RAD: CD_status, Mode32_Function_09  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
18 0A 68 39 40 09 02 01 00 03 02 08,CDC --> RAD: CD_status, Mode64_Function_09  Request=Play  CD=3  Track=2  CDs_Loaded=P1  Errors=HIGH_TEMP
30 03 00 79 4A,CCM --> GM: door/flap status request
30 03 80 10 A3,CCM --> IKE: Ignition status request
30 03 80 12 A1,CCM --> IKE: IKE sensor status request
30 03 80 14 A7,CCM --> IKE: Country coding status request
30 04 BF 02 00 89,CCM --> GLO: Device status ready
30 04 BF 02 01 88,CCM --> GLO: Device status ready, after Reset
30 04 BF 51 00 DA,CCM --> GLO: Checkcontrol sensors
30 04 BF 51 02 D8,CCM --> GLO: Checkcontrol sensors, Seatbelt_not_Fastened
30 04 BF 51 04 DE,CCM --> GLO: Checkcontrol sensors, Key_in_Ignition
30 04 BF 51 04 DE,CCM --> GLO: Checkcontrol sensors: Key_in_Ignition
30 04 BF 51 10 CA,CCM --> GLO: Checkcontrol sensors
30 04 BF 51 12 C8,CCM --> GLO: Checkcontrol sensors, Seatbelt_not_Fastened
30 04 BF 51 20 FA,CCM --> GLO: Checkcontrol sensors, Bit5
30 04 BF 51 22 F8,CCM --> GLO: Checkcontrol sensors, Seatbelt_not_Fastened Bit5
30 05 80 1A 11 00 BE,CCM --> IKE: IKE Text/Gong, "" Immediate Clear Gong_off
30 05 80 1A 11 08 B6,CCM --> IKE: IKE Text/Gong, "" Immediate Clear Gong_off
30 05 80 1A 30 00 9F,CCM --> IKE: IKE Text/Gong, "" Immediate Clear Gong_off Warning_symbol_off
30 05 80 1A 30 01 9E,CCM --> IKE: IKE Text/Gong, "" Immediate Clear Gong_off Warning_symbol_off
30 05 80 1A 35 00 9A,CCM --> IKE: IKE Text/Gong, "" Immediate Clear Gong_off Warning_symbol_off
30 06 44 73 00 00 80 81,CCM --> EWS: Immobiliser status request, Data="00 00 80"
30 19 80 1A 30 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 83,CCM --> IKE: IKE  Text/Gong: " " Immediate Clear Gong_off Warning_symbol_off
30 19 80 1A 30 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 83,CCM --> IKE: IKE Text/Gong, "                    " Immediate Clear Gong_off Warning_symbol_off
30 19 80 1A 30 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 83,CCM --> IKE: IKE Text/Gong: " " Immediate Clear Gong_off Warning_symbol_off
30 19 80 1A 35 00 20 20 43 48 45 43 4B 20 43 4F 4E 54 52 4F 4C 20 4F 4B 20 20 83,CCM --> IKE: IKE Text/Gong, "  CHECK CONTROL OK  " Immediate Clear Gong_off Warning_symbol_off
30 19 80 1A 37 00 20 46 41 53 54 45 4E 20 53 45 41 54 20 42 45 4C 54 53 20 20 E0,CCM --> IKE: IKE Text/Gong, " FASTEN SEAT BELTS  " Clear Gong_off Warning_symbol_off
30 19 80 1A 37 04 43 48 45 43 4B 20 43 4F 4F 4C 41 4E 54 20 4C 45 56 45 4C 20 E4,CCM --> IKE: IKE Text/Gong, "CHECK COOLANT LEVEL " Clear Gong_off Warning_symbol_off
30 19 80 1A 37 04 43 48 45 43 4B 20 45 4E 47 49 4E 45 20 4F 49 4C 20 4C 45 56 FD,CCM --> IKE: IKE Text/Gong, "CHECK ENGINE OIL LEV" Clear Gong_off Warning_symbol_off
30 19 80 1A 37 04 45 4E 47 49 4E 45 20 46 41 49 4C 53 41 46 45 20 50 52 4F 47 97,CCM --> IKE: IKE Text/Gong, "ENGINE FAILSAFE PROG" Clear Gong_off Warning_symbol_off
30 19 80 1A 37 08 4B 45 59 20 49 4E 20 49 47 4E 49 54 49 4F 4E 20 4C 4F 43 4B E2,CCM --> IKE: IKE Text/Gong, "KEY IN IGNITION LOCK" Clear Gong_off Warning_symbol_off
3B 03 80 10 A8,GT --> IKE: Ignition status request
3B 03 80 14 AC,GT --> IKE: Country coding status request
3B 03 D0 5A B2,GT --> LCM: Lamp status request
3B 04 68 45 00 12,GT --> RAD: Radio status request, Data="00"
3B 04 6A 34 28 49,GT --> DSP: DSP equaliser button Data="28"
3B 04 6A 34 28 49,GT --> DSP: DSP equalizer button Data="28"
3B 04 80 41 00 FE,GT --> IKE: On-board computer data request, OBC_Mode_00
3B 04 80 41 01 FF,GT --> IKE: On-board computer data request, Time
3B 04 80 41 02 FC,GT --> IKE: On-board computer data request, Date
3B 04 80 41 03 FD,GT --> IKE: On-board computer data request, Outside_Temp
3B 04 80 41 04 FA,GT --> IKE: On-board computer data request, Consumption_1
3B 04 80 41 10 EE,GT --> IKE: On-board computer data request, Timer_2
3B 04 80 41 11 EF,GT --> IKE: On-board computer data request, Aux_Heating_Off
3B 04 80 41 12 EC,GT --> IKE: On-board computer data request, Aux_Heating_On
3B 04 80 41 13 ED,GT --> IKE: On-board computer data request, Aux_Vent_Off
3B 04 80 41 14 EA,GT --> IKE: On-board computer data request, Aux_Vent_On
3B 04 80 41 15 EB,GT --> IKE: On-board computer data request, End_Stellmode
3B 04 80 41 16 E8,GT --> IKE: On-board computer data request, Emergency_Disarm
3B 04 80 41 17 E9,GT --> IKE: On-board computer data request, OBC_Mode_17
3B 04 80 41 18 E6,GT --> IKE: On-board computer data request, OBC_Mode_18
3B 04 BB 4F 02 C9,GT --> NAJ: RGB control LCD_off GT
3B 04 BB 4F 12 D9,GT --> NAJ: RGB control LCD_on GT
3B 04 F0 4F 02 82,GT --> BMBT: RGB control LCD_off GT
3B 04 F0 4F 12 92,GT --> BMBT: RGB control LCD_on GT
3B 05 68 4E 00 00 18,GT --> RAD: Audio source selection
3B 05 80 41 01 01 FF,GT --> IKE: On-board computer data request: Time: current value request
3B 05 80 41 02 01 FC,GT --> IKE: On-board computer data request: Date: current value request
3B 05 80 41 03 01 FD,GT --> IKE: On-board computer data request: Outside_Temp: current value request
3B 05 80 41 04 01 FA,GT --> IKE: On-board computer data request: Consumption_1: current value request
3B 05 80 41 05 01 FB,GT --> IKE: On-board computer data request: Consumption_2: current value request
3B 05 80 41 06 01 F8,GT --> IKE: On-board computer data request: Range: current value request
3B 05 80 41 07 01 F9,GT --> IKE: On-board computer data request: Distance: current value request
3B 05 80 41 08 01 F6,GT --> IKE: On-board computer data request: Arrival: current value request
3B 05 80 41 09 01 F7,GT --> IKE: On-board computer data request: Limit: current value request
3B 05 80 41 09 02 F4,GT --> IKE: On-board computer data request: Limit: status request
3B 05 80 41 0A 01 F4,GT --> IKE: On-board computer data request: Average_Speed: current value request
3B 05 80 41 0D 02 F0,GT --> IKE: On-board computer data request: Code: status request
3B 05 80 41 0E 03 F2,GT --> IKE: On-board computer data request: Stopwatch: current value request: status request
3B 05 80 41 0F 01 F1,GT --> IKE: On-board computer data request: Timer_1: current value request
3B 05 80 41 10 01 EE,GT --> IKE: On-board computer data request: Timer_2: current value request
3B 05 80 41 1A 01 E4,GT --> IKE: On-board computer data request: Interim_Time: current value request
3B 05 80 41 1B 03 E7,GT --> IKE: On-board computer data request: Aux_Heat/Vent: current value request: status request
3B 05 FF 20 02 0C EF,GT --> LOC: Display status: TEL _short Show_TEL _Menu Show_TEL _Main
3B 05 FF 20 02 0C EF,GT --> LOC: Display status: TEL_short Show_TEL_Menu Show_TEL_Main
3B 06 80 40 01 01 1A E7,GT --> IKE: On-board computer set data,: Set Time = 01:26
3B 06 80 40 01 07 18 E3,GT --> IKE: On-board computer set data,: Set Time = 07:24
3B 07 80 40 02 0A 05 10 E1,GT --> IKE: On-board computer set data,: Set Date = 10/05/16
3B 07 80 40 02 1F 07 10 F6,GT --> IKE: On-board computer set data,: Set Date = 31/07/16
3F 03 00 00 3C,DIA --> GM: Read identity
3F 03 00 05 39,DIA --> GM: Clear fault memory
3F 03 12 00 2E,DIA --> DME: Read identity
3F 03 12 0B 25,DIA --> DME: Read IO status
3F 03 40 00 7C,DIA --> FBZV: Read identity
3F 03 44 00 78,DIA --> EWS: Read identity
3F 03 44 08 70,DIA --> EWS: Read coding data
3F 03 5B 9E F9,DIA --> IHKA: Cmd_0x9E
3F 03 68 00 54,DIA --> RAD: Read identity
3F 03 68 08 5C,DIA --> RAD: Read coding data
3F 03 68 53 07,DIA --> RAD: Read manufacturer data
3F 03 6A 00 56,DIA --> DSP: Read identity
3F 03 C8 00 F4,DIA --> TEL: Read identity
3F 03 D0 00 EC,DIA --> LCM: Read identity
3F 03 D0 0B E7,DIA --> LCM: Read IO status
3F 04 00 00 00 3B,DIA --> GM: Read identity, Data="00"    [ ]
3F 04 00 00 01 3A,DIA --> GM: Read identity, Data="01"    [ ]
3F 04 00 00 02 39,DIA --> GM: Read identity, Data="02"    [ ]
3F 04 00 00 03 38,DIA --> GM: Read identity, Data="03"    [ ]
3F 04 00 00 04 3F,DIA --> GM: Read identity, Data="04"    [ ]
3F 04 00 00 05 3E,DIA --> GM: Read identity, Data="05"    [ ]
3F 04 00 00 08 33,DIA --> GM: Read identity, Data="08"    [ ]
3F 04 00 00 09 32,DIA --> GM: Read identity, Data="09"    [ ]
3F 04 00 04 00 3F,DIA --> GM: Read fault memory, Data="00"    [ ]
3F 04 00 04 01 3E,DIA --> GM: Read fault memory, Data="01"    [ ]
3F 04 00 08 00 33,DIA --> GM: Read coding data, Data="00"    [ ]
3F 04 44 69 00 16,DIA --> EWS: Read ZCS/FA, Data="00"    [ ]
3F 04 44 69 01 17,DIA --> EWS: Read ZCS/FA, Data="01"    [ ]
3F 04 44 69 04 12,DIA --> EWS: Read ZCS/FA, Data="04"    [ ]
3F 04 44 69 05 13,DIA --> EWS: Read ZCS/FA, Data="05"    [ ]
3F 04 D0 02 00 E9,DIA --> LCM: Read AIS, Data="00"    [ ]
3F 04 D0 02 02 EB,DIA --> LCM: Read AIS, Block 02
3F 04 D0 02 02 EB,DIA --> LCM: Read AIS, Data="02"    [ ]
3F 04 D0 04 00 EF,DIA --> LCM: Read fault memory, Data="00"    [ ]
3F 04 D0 04 01 EE,DIA --> LCM: Read fault memory, Data="01"    [ ]
3F 04 D0 04 02 ED,DIA --> LCM: Read fault memory, Data="02"    [ ]
3F 04 D0 04 03 EC,DIA --> LCM: Read fault memory, Data="03"    [ ]
3F 04 D0 04 04 EB,DIA --> LCM: Read fault memory, Data="04"    [ ]
3F 04 D0 05 01 EF,DIA --> LCM: Clear fault memory, Data="01"    [ ]
3F 04 D0 05 02 EC,DIA --> LCM: Clear fault memory, Data="02"    [ ]
3F 04 D0 05 03 ED,DIA --> LCM: Clear fault memory, Data="03"    [ ]
3F 04 D0 05 04 EA,DIA --> LCM: Clear fault memory, Data="04"    [ ]
3F 04 D0 05 05 EB,DIA --> LCM: Clear fault memory, Data="05"    [ ]
3F 04 D0 05 06 E8,DIA --> LCM: Clear fault memory, Data="06"    [ ]
3F 04 D0 05 07 E9,DIA --> LCM: Clear fault memory, Data="07"    [ ]
3F 04 D0 05 08 E6,DIA --> LCM: Clear fault memory, Data="08"    [ ]
3F 04 D0 08 00 E3,DIA --> LCM: Read coding data, Block 00
3F 04 D0 08 00 E3,DIA --> LCM: Read coding data, Data="00"    [ ]
3F 04 D0 08 01 E2,DIA --> LCM: Read coding data, Block 01
3F 04 D0 08 01 E2,DIA --> LCM: Read coding data, Data="01"    [ ]
3F 04 D0 08 02 E1,DIA --> LCM: Read coding data, Data="02"    [ ]
3F 04 D0 08 03 E0,DIA --> LCM: Read coding data, Data="03"    [ ]
3F 04 D0 08 04 E7,DIA --> LCM: Read coding data, Data="04"    [ ]
3F 04 D0 08 05 E6,DIA --> LCM: Read coding data, Data="05"    [ ]
3F 04 D0 08 06 E5,DIA --> LCM: Read coding data, Data="06"    [ ]
3F 04 D0 08 07 E4,DIA --> LCM: Read coding data, Data="07"    [ ]
3F 04 D0 08 08 EB,DIA --> LCM: Read coding data, Data="08"    [ ]
3F 04 D0 08 09 EA,DIA --> LCM: Read coding data, Data="09"    [ ]
3F 04 D0 08 0A E9,DIA --> LCM: Read coding data, Data="0A"    [ ]
3F 04 D0 08 0B E8,DIA --> LCM: Read coding data, Data="0B"    [ ]
3F 04 D0 08 0C EF,DIA --> LCM: Read coding data, Data="0C"    [ ]
3F 04 D0 08 0D EE,DIA --> LCM: Read coding data, Data="0D"    [ ]
3F 04 D0 08 0E ED,DIA --> LCM: Read coding data, Data="0E"    [ ]
3F 04 D0 08 0F EC,DIA --> LCM: Read coding data, Data="0F"    [ ]
3F 04 D0 08 10 F3,DIA --> LCM: Read coding data, Data="10"    [ ]
3F 04 D0 08 11 F2,DIA --> LCM: Read coding data, Data="11"    [ ]
3F 04 D0 08 12 F1,DIA --> LCM: Read coding data, Data="12"    [ ]
3F 05 00 0C 00 65 53,DIA --> GM: Set IO status, Data="00 65"    [ e]
3F 05 00 0C 00 66 50,DIA --> GM: Set IO status, Data="00 66"    [ f]
3F 05 00 0C 52 01 65,DIA --> GM: Set IO status, Data="52 01"    [R ]
3F 05 00 0C 53 01 64,DIA --> GM: Set IO status, Data="53 01"    [S ]
3F 05 D0 06 0C 00 E0,DIA --> LCM: Read memory, Data="0C 00"    [  ]
3F 06 00 0C 00 00 01 34,DIA --> GM: Set IO status, Data="00 00 01"    [   ]
3F 06 00 0C 00 03 01 37,DIA --> GM: Set IO status, Data="00 03 01"    [   ]
3F 06 00 0C 00 04 01 30,DIA --> GM: Set IO status, Data="00 04 01"    [   ]
3F 06 00 0C 00 05 01 31,DIA --> GM: Set IO status, Data="00 05 01"    [   ]
3F 06 00 0C 00 0B 01 3F,DIA --> GM: Set IO status, Data="00 0B 01"    [   ]
3F 06 00 0C 00 3F 01 0B,DIA --> GM: Set IO status, Data="00 3F 01"    [ ? ]
3F 06 00 0C 00 41 01 75,DIA --> GM: Set IO status, Data="00 41 01"    [ A ]
3F 06 00 0C 00 42 01 76,DIA --> GM: Set IO status, Data="00 42 01"    [ B ]
3F 06 00 0C 00 43 01 77,DIA --> GM: Set IO status, Data="00 43 01"    [ C ]
3F 06 00 0C 00 44 01 70,DIA --> GM: Set IO status, Data="00 44 01"    [ D ]
3F 06 00 0C 00 46 01 72,DIA --> GM: Set IO status, Data="00 46 01"    [ F ]
3F 06 00 0C 00 52 01 66,DIA --> GM: Set IO status, Data="00 52 01"    [ R ]
3F 06 00 0C 01 00 01 35,DIA --> GM: Set IO status, Data="01 00 01"    [   ]
3F 06 00 0C 01 02 01 37,DIA --> GM: Set IO status, Data="01 02 01"    [   ]
3F 06 00 0C 01 03 01 36,DIA --> GM: Set IO status, Data="01 03 01"    [   ]
3F 06 00 0C 01 0B 01 3E,DIA --> GM: Set IO status, Data="01 0B 01"    [   ]
3F 06 00 0C 01 0F 01 3A,DIA --> GM: Set IO status, Data="01 0F 01"    [   ]
3F 06 00 0C 01 18 01 2D,DIA --> GM: Set IO status, Data="01 18 01"    [   ]
3F 06 00 0C 01 1A 01 2F,DIA --> GM: Set IO status, Data="01 1A 01"    [   ]
3F 06 00 0C 01 1B 01 2E,DIA --> GM: Set IO status, Data="01 1B 01"    [   ]
3F 06 00 0C 01 1C 01 29,DIA --> GM: Set IO status, Data="01 1C 01"    [   ]
3F 06 00 0C 01 1D 01 28,DIA --> GM: Set IO status, Data="01 1D 01"    [   ]
3F 06 00 0C 01 22 01 17,DIA --> GM: Set IO status, Data="01 22 01"    [ " ]
3F 06 00 0C 01 24 01 11,DIA --> GM: Set IO status, Data="01 24 01"    [ $ ]
3F 06 00 0C 01 25 01 10,DIA --> GM: Set IO status, Data="01 25 01"    [ % ]
3F 06 00 0C 01 29 01 1C,DIA --> GM: Set IO status, Data="01 29 01"    [ ) ]
3F 06 00 0C 01 30 01 05,DIA --> GM: Set IO status, Data="01 30 01"    [ 0 ]
3F 06 00 0C 01 32 01 07,DIA --> GM: Set IO status, Data="01 32 01"    [ 2 ]
3F 06 00 0C 01 36 01 03,DIA --> GM: Set IO status, Data="01 36 01"    [ 6 ]
3F 06 00 0C 01 38 01 0D,DIA --> GM: Set IO status, Data="01 38 01"    [ 8 ]
3F 06 00 0C 01 39 00 0D,DIA --> GM: Set IO status, Data="01 39 00" [ 9 ]
3F 06 00 0C 01 39 01 0C,DIA --> GM: Set IO status, Data="01 39 01"    [ 9 ]
3F 06 00 0C 01 39 01 0C,DIA --> GM: Set IO status, Data="01 39 01" [ 9 ]
3F 06 00 0C 01 3A 00 0E,DIA --> GM: Set IO status, Data="01 3A 00" [: ]
3F 06 00 0C 01 3A 01 0F,DIA --> GM: Set IO status, Data="01 3A 01"    [: ]
3F 06 00 0C 01 3A 01 0F,DIA --> GM: Set IO status, Data="01 3A 01" [: ]
3F 06 00 0C 01 3B 01 0E,DIA --> GM: Set IO status, Data="01 3B 01"    [ ; ]
3F 06 00 0C 01 3C 01 09,DIA --> GM: Set IO status, Data="01 3C 01"    [ < ]
3F 06 00 0C 01 3E 01 0B,DIA --> GM: Set IO status, Data="01 3E 01"    [ > ]
3F 06 00 0C 01 52 01 67,DIA --> GM: Set IO status, Data="01 52 01"    [ R ]
3F 06 00 0C 01 53 01 66,DIA --> GM: Set IO status, Data="01 53 01"    [ S ]
3F 06 00 0C 02 03 01 35,DIA --> GM: Set IO status, Data="02 03 01"    [   ]
3F 06 00 0C 02 05 01 33,DIA --> GM: Set IO status, Data="02 05 01"    [   ]
3F 06 00 0C 02 20 01 16,DIA --> GM: Set IO status, Data="02 20 01"    [   ]
3F 06 00 0C 02 22 01 14,DIA --> GM: Set IO status, Data="02 22 01"    [ " ]
3F 06 00 0C 02 25 01 13,DIA --> GM: Set IO status, Data="02 25 01"    [ % ]
3F 06 00 0C 02 32 01 04,DIA --> GM: Set IO status, Data="02 32 01"    [ 2 ]
3F 06 00 0C 02 36 01 00,DIA --> GM: Set IO status, Data="02 36 01"    [ 6 ]
3F 06 00 0C 02 39 00 0E,DIA --> GM: Set IO status, Data="02 39 00" [ 9 ]
3F 06 00 0C 02 39 01 0F,DIA --> GM: Set IO status, Data="02 39 01"    [ 9 ]
3F 06 00 0C 02 39 01 0F,DIA --> GM: Set IO status, Data="02 39 01" [ 9 ]
3F 06 00 0C 02 3A 00 0D,DIA --> GM: Set IO status, Data="02 3A 00" [: ]
3F 06 00 0C 02 3A 01 0C,DIA --> GM: Set IO status, Data="02 3A 01"    [: ]
3F 06 00 0C 02 3A 01 0C,DIA --> GM: Set IO status, Data="02 3A 01" [: ]
3F 06 00 0C 03 00 01 37,DIA --> GM: Set IO status, Data="03 00 01"    [   ]
3F 06 00 0C 03 01 01 36,DIA --> GM: Set IO status, Data="03 01 01"    [   ]
3F 06 00 0C 03 02 01 35,DIA --> GM: Set IO status, Data="03 02 01"    [   ]
3F 06 00 0C 04 00 01 30,DIA --> GM: Set IO status, Data="04 00 01"    [   ]
3F 06 00 0C 04 0C 01 3C,DIA --> GM: Set IO status, Data="04 0C 01"    [   ]
3F 06 00 0C 05 00 01 31,DIA --> GM: Set IO status, Data="05 00 01"    [   ]
3F 06 00 0C 05 01 01 30,DIA --> GM: Set IO status, Data="05 01 01"    [   ]
3F 06 00 0C 06 01 01 33,DIA --> GM: Set IO status, Data="06 01 01"    [   ]
3F 06 00 0C 10 05 3F 1F,DIA --> GM: Set IO status, Data="10 05 3F"    [  ?]
3F 06 3B 08 00 04 07 09,DIA --> GT: Read coding data, Data="00 04 07"    [   ]
3F 06 BF 0C 02 36 01 BF,DIA --> GLO: Set IO status, Data="02 36 01"    [ 6 ]
3F 07 00 0C 01 36 01 3D 3F,DIA --> GM: Set IO status, Data="01 36 01 3D"    [ 6 =]
3F 0A 00 07 00 00 00 07 41 01 00 75,DIA --> GM: Write memory, Data="00 00 00 07 41 01 00"    [    A  ]
3F 0F D0 A0 08 38 62 08 01 18 13 00 16 00 09 41 4E,DIA --> LCM: Diagnostic command acknowledged, Data="08 38 62 08 01 18 13 00 16 00 09 41"    [ 8b        A]
3F 23 D0 09 00 02 00 40 01 00 08 00 00 00 00 00 00 00 00 24 72 4E 21 90 01 00 0B 00 00 00 00 28 16 00 00 00 13,DIA --> LCM: Write coding data, Data="00 02 00 40 01 00 08 00 00 00 00 00 00 00 00 24 72 4E 21 90 01 00 0B 00 00 00 00 28 16 00 00 00"    [   @           $rN!       (    ]
3F 23 D0 09 00 02 A7 57 01 00 24 74 00 00 00 00 00 00 00 00 00 4E 40 90 00 08 1B 02 00 00 00 5A 17 00 00 00 A4,DIA --> LCM: Write coding data, Data="00 02 A7 57 01 00 24 74 00 00 00 00 00 00 00 00 00 4E 40 90 00 08 1B 02 00 00 00 5A 17 00 00 00"    [  W  $t         N@       Z    ]
3F 23 D0 09 00 86 B3 53 01 00 3C 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00 76,DIA --> LCM: Write coding data, Data="00 86 B3 53 01 00 3C 74 00 00 00 00 00 00 00 B0 A7 4E 40 90 10 00 4B 00 00 02 00 5A 16 00 00 00"    [ S  <t       N@  K    Z    ]
